SPARTA COMMUNITY HOSPITAL,818 E BROADWAY SPARTA IL
ST FRANCIS HOSPITAL,1215 FRANCISCAN DR LITCHFIELD IL
CLAY COUNTY HOSPITAL,911 STACY BURK DRIVE FLORA IL
JOHNSON MEMORIAL HOSPITAL,1125 W JEFFERSON ST FRANKLIN IN
METHODIST HOSPITALS INC,600 GRANT ST GARY IN
FRANCISCAN ST MARGARET HEALTH - HAMMOND,5454 HOHMAN AVE HAMMOND IN
HENDRICKS REGIONAL HEALTH,1000 E MAIN ST DANVILLE IN
INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL,1007 LINCOLNWAY LA PORTE IN
COMMUNITY HOWARD REGIONAL HEALTH INC,3500 S LAFOUNTAIN ST KOKOMO IN
ST CATHERINE HOSPITAL INC,4321 FIR ST EAST CHICAGO IN
CLARK MEMORIAL HOSPITAL,1220 MISSOURI AVE JEFFERSONVILLE IN
ST VINCENT KOKOMO,1907 W SYCAMORE ST KOKOMO IN
MARION GENERAL HOSPITAL,441 N WABASH AVE MARION IN
SAINT JOSEPH REGIONAL MEDICAL CENTER,5215 HOLY CROSS PKWY MISHAWAKA IN
FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY,301 W HOMER ST MICHIGAN CITY IN
LUTHERAN HOSPITAL OF INDIANA,7950 W JEFFERSON BLVD FORT WAYNE IN
ELKHART GENERAL HOSPITAL,600 E BLVD ELKHART IN
PARKVIEW REGIONAL MEDICAL CENTER,11109 PARKVIEW PLAZA DRIVE FORT WAYNE IN
FRANCISCAN ST ELIZABETH HEALTH - CRAWFORDSVILLE,1710 LAFAYETTE RD CRAWFORDSVILLE IN
UNION HOSPITAL INC,1606 N SEVENTH ST TERRE HAUTE IN
ESKENAZI HEALTH,720 ESKENAZI AVENUE INDIANAPOLIS IN
IU HEALTH GOSHEN HOSPITAL,200 HIGH PARK AVE GOSHEN IN
HENRY COUNTY MEMORIAL HOSPITAL,1000 N 16TH ST NEW CASTLE IN
ST MARY MEDICAL CENTER INC,1500 S LAKE PARK AVE HOBART IN
PORTER REGIONAL HOSPITAL,85 EAST US HWY 6 VALPARAISO IN
HANCOCK REGIONAL HOSPITAL,801 N STATE ST GREENFIELD IN
INDIANA UNIVERSITY HEALTH MORGAN HOSPITAL INC,2209 JOHN R WOODEN DR MARTINSVILLE IN
INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET INDIANAPOLIS IN
GOOD SAMARITAN HOSPITAL,520 S 7TH ST VINCENNES IN
FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES,1850 STATE ST NEW ALBANY IN
DEKALB HEALTH,1316 E SEVENTH ST AUBURN IN
TERRE HAUTE REGIONAL HOSPITAL,3901 S SEVENTH ST TERRE HAUTE IN
ST JOSEPH HOSPITAL,700 BROADWAY FORT WAYNE IN
REID HEALTH,1100 REID PKWY RICHMOND IN
VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET MARION IN
INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,601 W SECOND ST BLOOMINGTON IN
INDIANA UNIVERSITY HEALTH,1701 N SENATE BLVD INDIANAPOLIS IN
FRANCISCAN ST FRANCIS HEALTH - MOORESVILLE,1201 HADLEY RD MOORESVILLE IN
MEMORIAL HOSPITAL OF SOUTH BEND,615 N MICHIGAN ST SOUTH BEND IN
RIVERVIEW HEALTH,395 WESTFIELD RD NOBLESVILLE IN
DAVIESS COMMUNITY HOSPITAL,1314 E WALNUT ST WASHINGTON IN
FAYETTE REGIONAL HEALTH SYSTEM,1941 VIRGINIA AVE CONNERSVILLE IN
SCHNECK MEDICAL CENTER,411 W TIPTON ST SEYMOUR IN
KING'S DAUGHTERS' HEALTH,1373 EAST SR 62 MADISON IN
MEMORIAL HOSPITAL,1101 MICHIGAN AVE LOGANSPORT IN
COMMUNITY HOSPITAL EAST,1500 N RITTER AVE INDIANAPOLIS IN
BLUFFTON REGIONAL MEDICAL CENTER,303 S MAIN ST BLUFFTON IN
SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH,1915 LAKE AVE PLYMOUTH IN
DEACONESS HOSPITAL INC,600 MARY ST EVANSVILLE IN
ST VINCENT HOSPITAL & HEALTH SERVICES,2001 W 86TH ST INDIANAPOLIS IN
DEARBORN COUNTY HOSPITAL,600 WILSON CREEK RD LAWRENCEBURG IN
ST VINCENT ANDERSON REGIONAL HOSPITAL INC,2015 JACKSON ST ANDERSON IN
INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,2401 UNIVERSITY AVE MUNCIE IN
FRANCISCAN ST MARGARET HEALTH - DYER,24 JOLIET ST DYER IN
PARKVIEW HUNTINGTON HOSPITAL,2001 STULTS RD HUNTINGTON IN
MAJOR HOSPITAL,150 W WASHINGTON ST SHELBYVILLE IN
ST MARY'S MEDICAL CENTER,3700 WASHINGTON AVE EVANSVILLE IN
PARKVIEW WHITLEY HOSPITAL,1260 E SR 205 COLUMBIA CITY IN
INDIANA UNIVERSITY HEALTH STARKE HOSPITAL,102 E CULVER RD KNOX IN
WITHAM HEALTH SERVICES,2605 N LEBANON ST LEBANON IN
FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE EAST,1701 S CREASY LN LAFAYETTE IN
COLUMBUS REGIONAL HOSPITAL,2400 E 17TH ST COLUMBUS IN
COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,1515 N MADISON AVE ANDERSON IN
MEMORIAL HOSPITAL AND HEALTH CARE CENTER,800 W 9TH ST JASPER IN
COMMUNITY HOSPITAL,901 MACARTHUR BLVD MUNSTER IN
FRANCISCAN ST ANTHONY HEALTH - CROWN POINT,1201 S MAIN ST CROWN POINT IN
COMMUNITY HOSPITAL SOUTH,1402 E COUNTY LINE RD S INDIANAPOLIS IN
COMMUNITY WESTVIEW HOSPITAL,3630 GUION RD INDIANAPOLIS IN
KOSCIUSKO COMMUNITY HOSPITAL,2101 E DUBOIS DR WARSAW IN
PARKVIEW NOBLE HOSPITAL,401 SAWYER RD KENDALLVILLE IN
WOMEN'S HOSPITAL THE,4199 GATEWAY BLVD NEWBURGH IN
DUPONT HOSPITAL LLC,2520 E DUPONT RD FORT WAYNE IN
ST VINCENT HEART CENTER OF INDIANA LLC,10580 N MERIDIAN ST INDIANAPOLIS IN
ST VINCENT CARMEL HOSPITAL INC,13500 N MERIDIAN ST CARMEL IN
IU HEALTH WEST HOSPITAL,1111 N RONALD REAGAN PKWY AVON IN
ORTHOINDY HOSPITAL,8400 NORTHWEST BLVD INDIANAPOLIS IN
INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,11700 N MERIDIAN ST CARMEL IN
FRANCISCAN ST FRANCIS HEALTH - INDIANAPOLIS,8111 S EMERSON AVE INDIANAPOLIS IN
MONROE HOSPITAL,4011 S MONROE MEDICAL PARK BLVD BLOOMINGTON IN
FRANCISCAN HEALTHCARE - MUNSTER,701 SUPERIOR AVE MUNSTER IN
PINNACLE HOSPITAL,9301 CONNECTICUT DR CROWN POINT IN
ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC,11130 PARKVIEW CIRCLE DR FORT WAYNE IN
THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,7952 W JEFFERSON BLVD FORT WAYNE IN
COMMUNITY HOSPITAL NORTH,7150 CLEARVISTA DR INDIANAPOLIS IN
PHYSICIANS' MEDICAL CENTER LLC,4023 REAS LN NEW ALBANY IN
INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,5165 MCCARTY LN LAFAYETTE IN
THE HEART HOSPITAL AT DEACONESS GATEWAY LLC,4007 GATEWAY BLVD NEWBURGH IN
KENTUCKIANA MEDICAL CENTER LLC,4601 MEDICAL PLAZA WAY CLARKSVILLE IN
UNITY MEDICAL AND SURGICAL HOSPITAL,4455 EDISON LAKES PKWY MISHAWAKA IN
FAIRBANKS,8102 CLEARVISTA PARKWAY INDIANAPOLIS IN
ST VINCENT FISHERS HOSPITAL INC,13861 OLIO ROAD FISHERS IN
FRANCISCAN ST FRANCIS HEALTH - CARMEL,12188 B NORTH MERIDIAN STREET CARMEL IN
COMMUNITY HOSPITAL OF BREMEN INC,1020 HIGH RD BREMEN IN
ST VINCENT RANDOLPH HOSPITAL INC,473 E GREENVILLE AVE WINCHESTER IN
INDIANA UNIVERSITY HEALTH BLACKFORD HOSPITAL,410 PILGRIM BLVD HARTFORD CITY IN
ST VINCENT JENNINGS HOSPITAL INC,301 HENRY ST NORTH VERNON IN
RUSH MEMORIAL HOSPITAL,1300 N MAIN ST RUSHVILLE IN
PULASKI MEMORIAL HOSPITAL,616 E 13TH ST WINAMAC IN
INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL,642 W HOSPITAL RD PAOLI IN
ST VINCENT WILLIAMSPORT HOSPITAL INC,412 N MONROE ST WILLIAMSPORT IN
ST VINCENT MERCY HOSPITAL,1331 S A ST ELWOOD IN
ST VINCENT CLAY HOSPITAL INC,1206 E NATIONAL AVE BRAZIL IN
"PARKVIEW WABASH HOSPITAL, INC 710 N EAST ST WABASH
INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC,1000 S MAIN ST TIPTON IN
INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL,720 SOUTH SIXTH ST MONTICELLO IN
WOODLAWN HOSPITAL,1400 E 9TH ST ROCHESTER IN
ST VINCENT SALEM HOSPITAL INC,911 N SHELBY ST SALEM IN
CAMERON MEMORIAL COMMUNITY HOSPITAL INC,416 E MAUMEE ST ANGOLA IN
ST VINCENT FRANKFORT HOSPITAL INC,1300 S JACKSON ST FRANKFORT IN
GREENE COUNTY GENERAL HOSPITAL,1185 N 1000 W LINTON IN
DUKES MEMORIAL HOSPITAL,275 W 12TH ST PERU IN
GIBSON GENERAL HOSPITAL,1808 SHERMAN DR PRINCETON IN
JAY COUNTY HOSPITAL,500 W VOTAW ST PORTLAND IN
PERRY COUNTY MEMORIAL HOSPITAL,8885 SR 237 TELL CITY IN
PARKVIEW LAGRANGE HOSPITAL,207 N TOWNLINE RD LAGRANGE IN
FRANCISCAN HEALTHCARE RENSSELAER,1104 E GRACE ST RENSSELAER IN
"ST MARY'S WARRICK HOSPITAL, INC 1116 MILLIS AVE BOONVILLE
UNION HOSPITAL CLINTON,801 S MAIN ST CLINTON IN
SULLIVAN COUNTY COMMUNITY HOSPITAL,2200 N SECTION ST SULLIVAN IN
INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL,2900 W 16TH ST BEDFORD IN
MARGARET MARY HEALTH,321 MITCHELL AVE BATESVILLE IN
ADAMS MEMORIAL HOSPITAL,1100 MERCER AVE DECATUR IN
HARRISON COUNTY HOSPITAL,1141 HOSPITAL DR NW CORYDON IN
DECATUR COUNTY MEMORIAL HOSPITAL,720 N LINCOLN ST GREENSBURG IN
PUTNAM COUNTY HOSPITAL,1542 S BLOOMINGTON ST GREENCASTLE IN
SCOTT MEMORIAL HOSPITAL,1451 N GARDNER ST SCOTTSBURG IN
ST VINCENT DUNN HOSPITAL INC,1600 23RD ST BEDFORD IN
CENTRAL IOWA HEALTHCARE,3 S 4TH AVE MARSHALLTOWN IA
ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,311 SOUTH CLARK STREET CARROLL IA
KEOKUK AREA HOSPITAL,1600 MORGAN STREET KEOKUK IA
TRINITY MUSCATINE,1518 MULBERRY AVENUE MUSCATINE IA
TRINITY REGIONAL MEDICAL CENTER,802 KENYON RD FORT DODGE IA
IOWA LUTHERAN HOSPITAL,700 EAST UNIVERSITY AVENUE DES MOINES IA
CHI HEALTH MERCY COUNCIL BLUFFS,800 MERCY DRIVE COUNCIL BLUFFS IA
MERCY HOSPITAL,500 E MARKET STREET IOWA CITY IA
MARY GREELEY MEDICAL CENTER,1111 DUFF AVENUE AMES IA
SKIFF MEDICAL CENTER,204 N 4TH AVE E NEWTON IA
GENESIS MEDICAL CENTER-DAVENPORT,1227 EAST RUSHOLME STREET DAVENPORT IA
VA CENTRAL IOWA HEALTHCARE SYSTEM,3600 30TH STREET DES MOINES IA
SARTORI MEMORIAL HOSPITAL,515 COLLEGE STREET CEDAR FALLS IA
ST LUKES HOSPITAL,1026 A AVE NE CEDAR RAPIDS IA
METHODIST JENNIE EDMUNDSON,933 EAST PIERCE STREET COUNCIL BLUFFS IA
IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST IOWA CITY IA
GREAT RIVER MEDICAL CENTER,1221 SOUTH GEAR AVENUE WEST BURLINGTON IA
UNIVERSITY OF IOWA HOSPITAL & CLINICS,200 HAWKINS DRIVE IOWA CITY IA
MERCY MEDICAL CENTER-NORTH IOWA,1000 FOURTH STREET SW MASON CITY IA
COVENANT MEDICAL CENTER,3421 WEST NINTH STREET WATERLOO IA
MERCY MEDICAL CENTER-DUBUQUE,250 MERCY DRIVE DUBUQUE IA
MERCY MEDICAL CENTER - CEDAR RAPIDS,701 10TH STREET SE CEDAR RAPIDS IA
MERCY MEDICAL CENTER-CLINTON,1410 NORTH 4TH STREET CLINTON IA
IOWA METHODIST MEDICAL CENTER,1200 PLEASANT STREET DES MOINES IA
MERCY MEDICAL CENTER-DES MOINES,1111 6TH AVE DES MOINES IA
OTTUMWA REGIONAL HEALTH CENTER,1001 E PENNSYLVANIA OTTUMWA IA
BROADLAWNS MEDICAL CENTER,1801 HICKMAN ROAD DES MOINES IA
TRINITY BETTENDORF,4500 UTICA RIDGE ROAD BETTENDORF IA
ALLEN HOSPITAL,1825 LOGAN AVENUE WATERLOO IA
SPENCER MUNICIPAL HOSPITAL,1200 1ST AVENUE EAST SPENCER IA
FINLEY HOSPITAL,350 NORTH GRANDVIEW AVENUE DUBUQUE IA
FORT MADISON COMMUNITY HOSPITAL,5445 AVE O FORT MADISON IA
LAKES REGIONAL HEALTHCARE,2301 HIGHWAY 71 SPIRIT LAKE IA
ST LUKES REGIONAL MEDICAL CENTER,2720 STONE PARK BOULEVARD SIOUX CITY IA
GRINNELL REGIONAL MEDICAL CENTER,210 FOURTH AVENUE GRINNELL IA
MERCY MEDICAL CENTER-SIOUX CITY,801 5TH ST SIOUX CITY IA
BAUM HARMON MERCY HOSPITAL,255 N WELCH AVENUE PRIMGHAR IA
IOWA SPECIALTY HOSPITAL - BELMOND,403 FIRST STREET SE BELMOND IA
IOWA SPECIALTY HOSPITAL-CLARION,1316 SOUTH MAIN STREET CLARION IA
GRUNDY COUNTY MEMORIAL HOSPITAL,201 EAST J AVENUE GRUNDY CENTER IA
CHI HEALTH  - MERCY CORNING,603 ROSARY DRIVE CORNING IA
JONES REGIONAL MEDICAL CENTER,1795 HIGHWAY 64 EAST ANAMOSA IA
HANCOCK COUNTY HEALTH SYSTEM,532 1ST ST NW BRITT IA
FRANKLIN GENERAL HOSPITAL,1720 CENTRAL AVENUE EAST HAMPTON IA
CHI HEALTH MISSOURI VALLEY,631 N 8TH ST MISSOURI VALLEY IA
ADAIR COUNTY MEMORIAL HOSPITAL,609 SE KENT GREENFIELD IA
HAWARDEN REGIONAL HEALTHCARE,1111 11TH STREET HAWARDEN IA
GUTTENBERG MUNICIPAL HOSPITAL,200 MAIN STREET GUTTENBERG IA
GENESIS MEDICAL CENTER-DEWITT,1118 11TH STREET DEWITT IA
PALMER LUTHERAN HEALTH CENTER,112 JEFFERSON STREET WEST UNION IA
MARENGO MEMORIAL HOSPITAL,300 W MAY ST MARENGO IA
VETERANS MEMORIAL HOSPITAL,40 1ST STREET SE WAUKON IA
CENTRAL COMMUNITY HOSPITAL,901 DAVIDSON STREET NW ELKADER IA
COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER,909 WEST FIRST STREET SUMNER IA
SANFORD ROCK RAPIDS MEDICAL CENTER,801 SOUTH GREENE STREET ROCK RAPIDS IA
DALLAS COUNTY HOSPITAL,610 TENTH STREET PERRY IA
GREENE COUNTY MEDICAL CENTER,1000 WEST LINCOLNWAY JEFFERSON IA
MADISON COUNTY MEMORIAL HOSPITAL,300 WEST HUTCHINGS STREET WINTERSET IA
DAVIS COUNTY HOSPITAL,509 NORTH MADISON STREET BLOOMFIELD IA
REGIONAL HEALTH SERVICES OF HOWARD COUNTY,235 8TH AVENUE WEST CRESCO IA
JACKSON COUNTY REGIONAL HEALTH CENTER,700 W GROVE ST MAQUOKETA IA
AUDUBON COUNTY MEMORIAL HOSPITAL,515 PACIFIC STREET AUDUBON IA
MERCY MEDICAL CENTER-NEW HAMPTON,308 NORTH MAPLE AVENUE NEW HAMPTON IA
MANNING REGIONAL HEALTHCARE CENTER,1550 SIXTH STREET MANNING IA
STORY COUNTY HOSPITAL,640 SOUTH 19TH STREET NEVADA IA
BUCHANAN COUNTY HEALTH CENTER,1600 FIRST ST EAST INDEPENDENCE IA
HEGG MEMORIAL HEALTH CENTER,1202 21ST AVENUE ROCK VALLEY IA
VAN BUREN COUNTY HOSPITAL,304 FRANKLIN STREET KEOSAUQUA IA
MERCY HOSPITAL OF FRANCISCAN SISTERS-OELWEIN,201 EIGHTH AVENUE SE OELWEIN IA
WAVERLY HEALTH CENTER,312  9TH STREET SW WAVERLY IA
DECATUR COUNTY HOSPITAL,1405 NW CHURCH STREET LEON IA
LUCAS COUNTY HEALTH CENTER,1200 NORTH 7TH STREET CHARITON IA
MONROE COUNTY HOSPITAL,6580 165TH STREET ALBIA IA
REGIONAL MEDICAL CENTER,709 W MAIN STREET MANCHESTER IA
WASHINGTON COUNTY HOSPITAL AND CLINICS,400 EAST POLK STREET WASHINGTON IA
OSCEOLA COMMUNITY HOSPITAL,600 9TH AVENUE NORTH SIBLEY IA
SIOUX CENTER HEALTH,1101 9TH STREET SE SIOUX CENTER IA
FLOYD COUNTY MEDICAL CENTER,800 11TH ST CHARLES CITY IA
CLARKE COUNTY HOSPITAL,800 S FILLMORE ST OSCEOLA IA
VIRGINIA GAY HOSPITAL,502 NORTH 9TH AVENUE VINTON IA
STEWART MEMORIAL COMMUNITY HOSPITAL,1301 WEST MAIN STREET LAKE CITY IA
AVERA HOLY FAMILY HOSPITAL,826 NORTH 8TH STREET ESTHERVILLE IA
CLARINDA REGIONAL HEALTH CENTER,220 ESSIE DAVISON DRIVE CLARINDA IA
KOSSUTH REGIONAL HEALTH CENTER,1515 SOUTH PHILLIPS STREET ALGONA IA
HORN MEMORIAL HOSPITAL,701 E 2ND ST IDA GROVE IA
KNOXVILLE HOSPITAL & CLINICS,1002 SOUTH LINCOLN STREET KNOXVILLE IA
HENRY COUNTY HEALTH CENTER,407 S WHITE ST MOUNT PLEASANT IA
PALO ALTO COUNTY HOSPITAL,3201 1ST STREET EMMETSBURG IA
WAYNE COUNTY HOSPITAL,417 SOUTH EAST STREET CORYDON IA
BURGESS HEALTH CENTER,1600 DIAMOND STREET ONAWA IA
ORANGE CITY AREA HEALTH SYSTEM,1000 LINCOLN CIRCLE SE ORANGE CITY IA
VAN DIEST MEDICAL CENTER,2350 HOSPITAL DRIVE WEBSTER CITY IA
CHEROKEE REGIONAL MEDICAL CENTER,300 SIOUX VALLEY DRIVE CHEROKEE IA
MONTGOMERY COUNTY MEMORIAL HOSPITAL,2301 EASTERN AVENUE RED OAK IA
JEFFERSON COUNTY HEALTH CENTER,2000 S MAIN FAIRFIELD IA
GREATER REGIONAL MEDICAL CENTER,1700 WEST TOWNLINE ROAD CRESTON IA
SHENANDOAH MEDICAL CENTER,300 PERSHING AVENUE SHENANDOAH IA
PELLA REGIONAL HEALTH CENTER,404 JEFFERSON STREET PELLA IA
FLOYD VALLEY HOSPITAL,714 LINCOLN ST NE LE MARS IA
CRAWFORD COUNTY MEMORIAL HOSPITAL,100 MEDICAL PARKWAY DENISON IA
LORING HOSPITAL,211 HIGHLAND AVENUE PO BOX 217 SAC CITY IA
WINNESHIEK MEDICAL CENTER,901 MONTGOMERY STREET DECORAH IA
BOONE COUNTY HOSPITAL,1015 UNION STREET BOONE IA
RINGGOLD COUNTY HOSPITAL,504 NORTH CLEVELAND STREET MOUNT AYR IA
MYRTUE MEDICAL CENTER,1213 GARFIELD AVENUE HARLAN IA
BUENA VISTA REGIONAL MEDICAL CENTER,1525 WEST 5TH STREET STORM LAKE IA
CASS COUNTY MEMORIAL HOSPITAL,1501 EAST TENTH STREET ATLANTIC IA
MERCY MEDICAL CENTER-CENTERVILLE,ONE ST JOSEPH'S DRIVE CENTERVILLE IA
MERCY MEDICAL CENTER-DYERSVILLE,1111 3RD STREET SW DYERSVILLE IA
MAHASKA  HEALTH PARTNERSHIP,1229 C AVENUE EAST OSKALOOSA IA
HANSEN FAMILY HOSPITAL,920 SOUTH OAK STREET IOWA FALLS IA
SANFORD SHELDON MEDICAL CENTER,118 NORTH 7TH AVENUE SHELDON IA
VIA CHRISTI HOSPITAL PITTSBURG INC,1 MT CARMEL WAY PITTSBURG KS
SAINT JOHN HOSPITAL,3500 SOUTH 4TH STREET LEAVENWORTH KS
MERCY HOSPITAL INDEPENDENCE,800 WEST MYRTLE STREET INDEPENDENCE KS
SALINA REGIONAL HEALTH CENTER,400 SOUTH SANTA FE AVENUE SALINA KS
HAYS MEDICAL CENTER,2220 CANTERBURY DRIVE HAYS KS
RANSOM MEMORIAL HOSPITAL,1301 S MAIN STREET OTTAWA KS
ST FRANCIS HEALTH CENTER INC,1700 SW 7TH STREET TOPEKA KS
SUSAN B ALLEN MEMORIAL HOSPITAL,720 W CENTRAL ST EL DORADO KS
HUTCHINSON REGIONAL MEDICAL CENTER INC,1701 E 23RD AVENUE HUTCHINSON KS
ST CATHERINE HOSPITAL,401 EAST SPRUCE GARDEN CITY KS
PRATT REGIONAL MEDICAL CENTER,200 COMMODORE ST PRATT KS
SUMNER REGIONAL MEDICAL CENTER,1323 NORTH A STREET WELLINGTON KS
UNIVERSITY OF KANSAS HOSPITAL,3901 RAINBOW BLVD KANSAS CITY KS
OLATHE MEDICAL CENTER,20333 WEST 151ST STREET OLATHE KS
MERCY HOSPITAL-FORT SCOTT,401 WOODLAND HILLS BLVD FORT SCOTT KS
SOUTHWEST MEDICAL CENTER,315 WEST 15TH STREET LIBERAL KS
VA EASTERN KANSAS HEALTHCARE SYSTEM,4101 S. 4TH STREET LEAVENWORTH KS
GEARY COMMUNITY HOSPITAL,1102 ST MARY'S ROAD JUNCTION CITY KS
MERCY HOSPITAL,218 E PACK ST MOUNDRIDGE KS
STORMONT-VAIL HEALTHCARE,1500 SW 10TH ST TOPEKA KS
WICHITA VA MEDICAL CENTER,5500 E. KELLOG WICHITA KS
COFFEY COUNTY HOSPITAL,801 NORTH 4TH STREET BURLINGTON KS
NEWTON MEDICAL CENTER,600 MEDICAL CENTER DRIVE NEWTON KS
SHAWNEE MISSION MEDICAL CENTER,9100 W 74TH STREET SHAWNEE MISSION KS
MCPHERSON HOSPITAL INC,1000 HOSPITAL DRIVE MCPHERSON KS
MIAMI COUNTY MEDICAL CENTER,2100 BAPTISTE DRIVE PAOLA KS
BOB WILSON MEMORIAL GRANT COUNTY HOSPITAL,415 N MAIN STREET ULYSSES KS
LABETTE HEALTH,1902 SOUTH US HWY 59 PARSONS KS
"VIA CHRISTI HOSPITALS WICHITA, INC 929 NORTH ST FRANCIS STREET WICHITA
WESLEY MEDICAL CENTER,550 N HILLSIDE STREET WICHITA KS
SAINT LUKE'S CUSHING HOSPITAL,711 MARSHALL STREET LEAVENWORTH KS
LAWRENCE MEMORIAL HOSPITAL,325 MAINE STREET LAWRENCE KS
"VIA CHRISTI HOSPITAL MANHATTAN, INC 1823 COLLEGE AVE MANHATTAN
COFFEYVILLE REGIONAL MEDICAL CENTER,1400 W 4TH ST COFFEYVILLE KS
PROVIDENCE MEDICAL CENTER,8929 PARALLEL PARKWAY KANSAS CITY KS
SOUTH CENTRAL KS  MED CENTER,6401 PATTERSON PARKWAY ARKANSAS CITY KS
MORTON COUNTY HOSPITAL,445 N HILLTOP ELKHART KS
WESTERN PLAINS MEDICAL COMPLEX,3001 AVENUE A DODGE CITY KS
OVERLAND PARK REG MED CTR,10500 QUIVIRA ROAD OVERLAND PARK KS
MENORAH MEDICAL CENTER,5721 WEST 119TH STREET OVERLAND PARK KS
KANSAS SURGERY & RECOVERY CENTER,2770 NORTH WEBB ROAD WICHITA KS
SAINT LUKE'S SOUTH HOSPITAL,12300 METCALF AVENUE OVERLAND PARK KS
KANSAS HEART HOSPITAL,3601 NORTH WEBB ROAD WICHITA KS
SALINA SURGICAL HOSPITAL,401 SOUTH SANTA FE AVENUE SALINA KS
KANSAS CITY ORTHOPAEDIC INSTITUTE,3651 COLLEGE BLVD LEAWOOD KS
MANHATTAN SURGICAL HOSPITAL LLC,1829 COLLEGE AVENUE MANHATTAN KS
GREAT BEND REGIONAL HOSPITAL,514 CLEVELAND STREET GREAT BEND KS
DOCTORS HOSPITAL LLC,4901 COLLEGE BLVD LEAWOOD KS
"KANSAS SPINE & SPECIALTY HOSPITAL, LLC 3333 NORTH WEBB ROAD WICHITA
KANSAS MEDICAL CENTER LLC,1124 WEST 21ST STREET ANDOVER KS
"SUMMIT SURGICAL, LLC 1818 EAST 23RD AVENUE HUTCHINSON
MINIMALLY INVASIVE SURGERY HOSPITAL,11217 LAKEVIEW AVENUE LENEXA KS
"VIA CHRISTI HOSPITAL WICHITA ST TERESA, INC 14800 WEST ST TERESA WICHITA
PREMIER SURGICAL INSTITUTE,"1619 K HIGHWAY 66  PO BOX 127 GALENA
GRISELL MEMORIAL HOSPITAL,210 SOUTH VERMONT AVENUE RANSOM KS
ELLINWOOD DISTRICT HOSPITAL,605 N MAIN STREET ELLINWOOD KS
OSWEGO COMMUNITY HOSPITAL,800 BARKER DRIVE OSWEGO KS
ASHLAND HEALTH CENTER,709 OAK STREET ASHLAND KS
WICHITA COUNTY HEALTH CENTER,211 E EARL STREET LEOTI KS
RAWLINS COUNTY HEALTH CENTER,707 GRANT ST ATWOOD KS
MERCY HOSPITAL COLUMBUS,220 N PENNSYLVANIA AVENUE COLUMBUS KS
CHEYENNE COUNTY HOSPITAL,210 WEST 1ST STREET ST FRANCIS KS
ROOKS COUNTY HEALTH CENTER,1210 NORTH WASHINGTON PLAINVILLE KS
COMANCHE COUNTY HOSPITAL,2ND & FRISCO STREET COLDWATER KS
KEARNY COUNTY HOSPITAL,500 THORPE STREET LAKIN KS
FW HUSTON MEDICAL CENTER,408 DELAWARE STREET WINCHESTER KS
NEMAHA VALLEY COMMUNITY HOSPITAL,1600 COMMUNITY DR SENECA KS
ANDERSON COUNTY HOSPITAL,421 S MAPLE GARNETT KS
EDWARDS COUNTY HOSPITAL,620 WEST EIGHTH STREET KINSLEY KS
SEDAN CITY HOSPITAL,300 NORTH STREET SEDAN KS
HOLTON COMMUNITY HOSPITAL,1110 COLUMBINE DRIVE HOLTON KS
MEADE DISTRICT HOSPITAL,510 EAST CARTHAGE MEADE KS
HAMILTON COUNTY HOSPITAL,700 NORTH HUSER SYRACUSE KS
STAFFORD COUNTY HOSPITAL,502 S BUCKEYE STAFFORD KS
SATANTA DISTRICT HOSPITAL,CHEYENNE & APACHE SATANTA KS
GRAHAM COUNTY HOSPITAL,304 WEST PROUT STREET HILL CITY KS
ELLSWORTH COUNTY MEDICAL CENTER,1604 AYLWARD AVENUE ELLSWORTH KS
OTTAWA COUNTY HEALTH CENTER,215 E 8TH STREET MINNEAPOLIS KS
HOSPITAL DISTRICT #1 OF RICE COUNTY,619 SOUTH CLARK AVENUE LYONS KS
KIOWA DISTRICT HOSPITAL,1002 SOUTH 4TH STREET KIOWA KS
CLARA BARTON HOSPITAL,250 W 9TH STREET HOISINGTON KS
MEDICINE LODGE MEMORIAL HOSPITAL,710 N WALNUT STREET MEDICINE LODGE KS
STEVENS COUNTY HOSPITAL,1006 S JACKSON HUGOTON KS
